Seller ID,Product ID,Product Price,Product Titlte,Product Image,Product Link,TikiNow,Freeship,Shocking Price,Reviews,Star Rating,Underpricing,Installments Allowed,Freegift,Additional Info,discount
37155416,1957553119217,99000,"Bộ 2 Gương Lồi Tràn Viền Xoay 360 độ Gắn Cho Kính Gương Chiếu Hậu Tránh Điểm Mù Cho Xe Hơi, Xe Ô tô - Hàng Chính Hãng",https://salt.tikicdn.com/cache/280x280/ts/product/27/ba/ea/d8d08c2ff2bf4b3bc4d5997d422cd025.jpg,https://tiki.vn//bo-2-guong-loi-tran-vien-xoay-360-do-gan-cho-kinh-guong-chieu-hau-tranh-diem-mu-cho-xe-hoi-xe-o-to-hang-chinh-hang-p37155416.html,True,False,False,152,4.5,False,False,False,,-57%
25417360,2857170563747,18460000,Xe máy Honda Wave Alpha 2019 - Đỏ,https://salt.tikicdn.com/cache/280x280/ts/product/41/68/e4/b6e108806f03976053ee6814173ac2b1.jpg,https://tiki.vn//xe-may-honda-wave-alpha-2019-do-p25417360.html,True,True,False,30,4.5,False,True,False,Chỉ giao tại HCM,-8%
40430797,8320111973744,114290000,Xe Máy Honda SH 150i Phanh ABS 2020,https://salt.tikicdn.com/cache/280x280/ts/product/d2/0a/4e/c8c4ad99356346512539ef5c7ac1ff14.jpg,https://tiki.vn//xe-may-honda-sh-150i-phanh-abs-2020-p40430797.html,False,False,False,6,4.5,False,True,False,Chỉ giao tại HCM,-12%
8031566,3507338317024,49000,Bộ sạc điện thoại gắn trực tiếp cho xe máy,https://salt.tikicdn.com/cache/280x280/ts/product/cb/75/89/359f135895bf97ab62dc230f1726525c.jpg,https://tiki.vn//bo-sac-dien-thoai-gan-truc-tiep-cho-xe-may-p8031566.html,True,False,False,76,4.0,False,False,False,,-25%
25973334,2496182279729,41000,Sạc Điện Thoại Trên Xe Máy ,https://salt.tikicdn.com/cache/280x280/ts/product/f2/d5/90/a17e9c0bec6aae0ed78082fca536180d.jpg,https://tiki.vn//sac-dien-thoai-tren-xe-may-p25973334.html,True,True,False,51,4.0,False,False,False,,-68%
25767198,7198386437015,352000,Mũ bảo hiểm chính hãng NÓN SƠN A-TR-002,https://salt.tikicdn.com/cache/280x280/ts/product/dc/27/fb/bf55d6d078607aefeeb42c321e570830.jpg,https://tiki.vn//mu-bao-hiem-chinh-hang-non-son-a-tr-002-p25767198.html,True,False,False,31,5.0,True,False,False,,-41%
49262400,8515545033007,439000,Nón bảo hiểm nguyên đầu (Fullface) Royal M136 Đen Mờ,https://salt.tikicdn.com/cache/280x280/ts/product/55/ba/b7/258f70b584c178df2ce0e9d0653e2138.jpg,https://tiki.vn//non-bao-hiem-nguyen-dau-fullface-royal-m136-den-mo-p49262400.html,True,False,False,33,4.5,False,False,False,,-20%
19773043,4879059511845,43400000,Xe Máy Honda Vario 125 - Xanh Nhám - Hàng Nhập Khẩu,https://salt.tikicdn.com/cache/280x280/ts/product/07/46/f2/da999b72c4b810e6b4701d9fda7c0e56.jpg,https://tiki.vn//xe-may-honda-vario-125-xanh-nham-hang-nhap-khau-p19773043.html,False,True,False,3,5.0,False,True,False,Chỉ giao tại HCM,-13%
38903048,2055457910721,19900,"Bộ 2 Đèn LED Van Xe Đạp. Xe Máy, Moto ( Màu Giao Ngẫu Nhiên )",https://salt.tikicdn.com/cache/280x280/ts/product/c9/60/ea/697f7e6516dc0631394d0626aa4859a1.jpg,https://tiki.vn//bo-2-den-led-van-xe-dap-xe-may-moto-mau-giao-ngau-nhien-p38903048.html,True,False,False,113,3.5,False,False,False,,-80%
2378245,5940049697821,235890,Xịt Dưỡng Sên VOLTRONIC IX50 (400ml),https://salt.tikicdn.com/cache/280x280/ts/product/66/b0/a7/5a3615d88e8ef8464b65e41ad7448174.jpg,https://tiki.vn//xit-duong-sen-voltronic-ix50-400ml-p2378245.html,True,True,False,65,5.0,False,False,False,,-20%
